dataset,seed,metric,metric_desirability,anchor_main_effect_raw,generation_main_effect_raw,interaction_raw,anchor_main_effect_benefit_aligned,generation_main_effect_benefit_aligned,interaction_benefit_aligned,decomposition_label
az_class,45,tm_aia,higher_is_better,0.4399189858311262,0.11588311933088358,-0.22035358341615496,0.4399189858311262,0.11588311933088358,-0.22035358341615496,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,sw_aia,higher_is_better,0.5357240634997051,0.08829938802223189,-0.173664887378373,0.5357240634997051,0.08829938802223189,-0.173664887378373,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,forgetting,lower_is_better,-0.7795449560225919,-0.1147010439774081,0.2584833120451837,0.7795449560225919,0.1147010439774081,-0.2584833120451837,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,bwt,higher_is_better,0.7850495843397957,0.11227191566020434,-0.26334156867959124,0.7850495843397957,0.11227191566020434,-0.26334156867959124,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,acquisition,higher_is_better,-0.16898004529724758,-0.0036896819754796417,0.06381481786722232,-0.16898004529724758,-0.0036896819754796417,0.06381481786722232,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,final_old_task_accuracy,higher_is_better,0.6150448788751153,0.10989992112488471,-0.2012321577502306,0.6150448788751153,0.10989992112488471,-0.2012321577502306,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,final_new_task_accuracy,higher_is_better,-0.15873344362292052,-0.016866556377079456,0.08086888724584096,-0.15873344362292052,-0.016866556377079456,0.08086888724584096,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,macro_f1,higher_is_better,0.600505589428933,0.07440203534853342,-0.1510487261062128,0.600505589428933,0.07440203534853342,-0.1510487261062128,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,weighted_f1,higher_is_better,0.6326560261525324,0.0693610106894682,-0.13111719315954984,0.6326560261525324,0.0693610106894682,-0.13111719315954984,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,balanced_accuracy,higher_is_better,0.7185822395865022,0.0762540996229721,-0.14623874874971668,0.7185822395865022,0.0762540996229721,-0.14623874874971668,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,final_tm_accuracy,higher_is_better,0.5785429104870099,0.09102190769480836,-0.21515691188311054,0.5785429104870099,0.09102190769480836,-0.21515691188311054,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,tm_aia,higher_is_better,0.4157445357206051,0.10039122772882422,-0.19318189103323452,0.4157445357206051,0.10039122772882422,-0.19318189103323452,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,sw_aia,higher_is_better,0.5470109512540989,0.0628859274825092,-0.12734312947323986,0.5470109512540989,0.0628859274825092,-0.12734312947323986,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,forgetting,lower_is_better,-0.7743705300186444,-0.10617516998135557,0.2857484600372888,0.7743705300186444,0.10617516998135557,-0.2857484600372888,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,bwt,higher_is_better,0.7837787541302441,0.10472164586975578,-0.28865550826048836,0.7837787541302441,0.10472164586975578,-0.28865550826048836,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,acquisition,higher_is_better,-0.13398322963139392,-0.004179588550424274,0.04725718653551503,-0.13398322963139392,-0.004179588550424274,0.04725718653551503,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,final_old_task_accuracy,higher_is_better,0.6613774791205569,0.10150532087944303,-0.24053995824111396,0.6613774791205569,0.10150532087944303,-0.24053995824111396,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,final_new_task_accuracy,higher_is_better,-0.2498027758484609,-0.013812224151539043,0.03867355169692188,-0.2498027758484609,-0.013812224151539043,0.03867355169692188,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,macro_f1,higher_is_better,0.5834512326752072,0.08442725489886178,-0.18988552631877523,0.5834512326752072,0.08442725489886178,-0.18988552631877523,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,weighted_f1,higher_is_better,0.6522514847698548,0.05583796829267039,-0.12314049269678005,0.6522514847698548,0.05583796829267039,-0.12314049269678005,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,46,balanced_accuracy,higher_is_better,0.7020725979470978,0.08007960321665698,-0.16867847521884619,0.7020725979470978,0.08007960321665698,-0.16867847521884619,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,47,final_tm_accuracy,higher_is_better,0.5085588392618126,0.11697166014419519,-0.21898376996374236,0.5085588392618126,0.11697166014419519,-0.21898376996374236,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
